"","Suburb","Type","SellerG","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Latitude","Longtitude","Price"
"298","Clayton","h","C21",3168,3,1,1,816,130,1965,-37.92027,145.12937,1462000
"299","Clayton","h","Buxton",3168,4,2,2,735,130,1970,-37.92374,145.13222,1040000
"300","Clayton","h","Buxton",3168,3,1,2,725,119,1970,-37.91865,145.14341,1300000
"301","Clayton","h","Woodards",3168,3,1,1,852,117,1950,-37.91883,145.11209,1004000
"302","Clayton","u","Buxton",3168,3,2,1,318,103,2000,-37.91712,145.13625,780000
"303","Clayton","u","Buxton",3168,3,1,2,340,100,1955,-37.92559,145.10804,810000
"304","Clayton","h","Ray",3168,4,1,1,711,96,1960,-37.9255,145.11331,1250000
"305","Glen Huntly","h","Gary",3163,5,3,2,688,347,1910,-37.8921,145.0381,2575000
"306","Glen Huntly","h","hockingstuart",3163,4,2,2,617,207,1950,-37.89042,145.04058,1900000
"307","Glen Huntly","h","Woodards",3163,3,2,1,295,176,1930,-37.8904,145.0387,1330000
"308","Glen Huntly","h","Gary",3163,3,1,2,553,137,1930,-37.8878,145.0456,1160000
"309","Glen Huntly","u","Gary",3163,2,1,1,1784,110,1970,-37.8966,145.0453,640000
"310","Glen Huntly","t","Buxton",3163,2,1,1,0,78,1970,-37.8866,145.0396,710000
"311","Glen Huntly","u","Woodards",3163,2,1,1,0,77,2010,-37.88937,145.04038,450000
"312","Glen Huntly","t","Gary",3163,2,1,1,0,68,1970,-37.8866,145.0396,636500
"313","Glen Huntly","u","Woodards",3163,1,1,1,1162,44,1965,-37.8911,145.0451,260000
"314","Glen Iris","h","Jellis",3146,5,3,2,709,672,1930,-37.8529,145.0806,2400000
"315","Glen Iris","h","Buxton",3146,3,1,2,615,607,1940,-37.8578,145.0919,1420000
"316","Glen Iris","h","Marshall",3146,5,4,2,830,520,2009,-37.8563,145.072,3860000
"317","Glen Iris","h","Marshall",3146,5,3,2,720,392,1950,-37.85875,145.07978,3400000
"318","Glen Iris","h","Marshall",3146,5,2,2,654,354,2015,-37.8515,145.0922,2410000
"319","Glen Iris","h","Abercromby's",3146,4,3,2,919,353,1925,-37.8637,145.0438,3730000
"320","Glen Iris","h","Marshall",3146,4,2,2,630,351,2009,-37.8667,145.0752,2020000
"321","Glen Iris","h","Marshall",3146,5,3,2,642,336,1930,-37.859,145.0656,2352500
"322","Glen Iris","h","Fletchers",3146,5,3,4,619,327,2003,-37.8554,145.0611,2175000
"323","Glen Iris","h","Marshall",3146,5,3,3,778,326,2000,-37.8582,145.0715,3085000
"324","Glen Iris","h","Marshall",3146,4,3,2,840,326,1930,-37.8538,145.0641,2625000
"325","Glen Iris","h","Jellis",3146,4,4,2,708,323,1985,-37.8646,145.0673,1900000
"326","Glen Iris","h","Marshall",3146,4,3,2,638,314,1930,-37.8523,145.0726,2325000
"327","Glen Iris","h","Marshall",3146,4,2,3,630,314,2000,-37.856,145.0691,2538000
"328","Glen Iris","h","Jellis",3146,4,3,2,1184,305,1935,-37.8526,145.0848,2850000
"329","Glen Iris","h","Kay",3146,4,2,2,1485,295,1966,-37.8509,145.0856,2950000
"330","Glen Iris","h","Jellis",3146,5,2,2,718,280,1990,-37.8522,145.0864,2625000
"331","Glen Iris","h","Marshall",3146,4,2,2,725,276,1950,-37.85647,145.04354,3120000
"332","Glen Iris","h","Kay",3146,4,2,2,706,275,1900,-37.8591,145.0755,2640000
"333","Glen Iris","h","RT",3146,5,2,2,1339,270,1925,-37.8649,145.0547,3365000
"334","Glen Iris","h","Fletchers",3146,4,3,1,650,266,1946,-37.8581,145.078,1700000
"335","Glen Iris","h","Kay",3146,4,3,2,856,265,1920,-37.8628,145.0436,3400000
"336","Glen Iris","h","Marshall",3146,3,3,2,662,265,1988,-37.8605,145.0455,3310000
"337","Glen Iris","h","Marshall",3146,4,3,2,409,255,2016,-37.852,145.07321,2165000
"338","Glen Iris","h","Jellis",3146,4,3,4,1258,254,1941,-37.8552,145.082,2300000
"339","Glen Iris","h","Marshall",3146,5,3,1,696,248,1920,-37.8563,145.0709,2e+06
"340","Glen Iris","h","Marshall",3146,4,3,2,603,246,2007,-37.8521,145.0657,2725000
"341","Glen Iris","h","Jellis",3146,4,2,2,652,230,1925,-37.8479,145.0557,2376000
"342","Glen Iris","h","Marshall",3146,4,2,2,868,217,1930,-37.8522,145.0893,1800000
"343","Glen Iris","h","Jellis",3146,4,2,4,885,217,1910,-37.8577,145.0421,2825000
"344","Glen Iris","h","Marshall",3146,4,2,2,645,216,1930,-37.8516,145.061,2100000
"345","Glen Iris","h","Jellis",3146,4,2,2,672,216,1928,-37.85223,145.09132,2320000
"346","Glen Iris","h","Marshall",3146,4,2,2,659,212,1930,-37.8509,145.0916,2010000
"347","Glen Iris","h","Jellis",3146,5,4,4,802,206,2013,-37.8627,145.0719,2825000
"348","Glen Iris","h","Kay",3146,4,2,3,548,205,1930,-37.8536,145.0547,1857000
"349","Glen Iris","h","Jellis",3146,3,2,2,648,193,1975,-37.8547,145.0771,1931000
"350","Glen Iris","h","Jellis",3146,3,2,2,625,188,1951,-37.8602,145.0925,1700000
"351","Glen Iris","h","Jellis",3146,3,2,2,269,184,1997,-37.854,145.0542,1452000
"352","Glen Iris","h","Noel",3146,2,2,2,718,184,1950,-37.858,145.0696,1600000
"353","Glen Iris","h","J",3146,4,2,1,739,183,2002,-37.8513,145.0601,1998000
"354","Glen Iris","h","Marshall",3146,3,2,2,328,176,1990,-37.8529,145.0605,1375000
"355","Glen Iris","h","hockingstuart",3146,3,2,3,680,170,1935,-37.854,145.0832,1735000
"356","Glen Iris","h","Marshall",3146,3,2,2,400,170,1900,-37.85223,145.08676,1300000
"357","Glen Iris","h","J",3146,3,1,2,554,169,1925,-37.84949,145.07726,1890000
"358","Glen Iris","h","Marshall",3146,3,2,2,217,163,2006,-37.8639,145.0641,1425000
"359","Glen Iris","h","Jellis",3146,4,3,3,622,160,1940,-37.858,145.0859,1760000
"360","Glen Iris","t","hockingstuart",3146,3,2,2,313,160,1995,-37.85385,145.06473,1501000
"361","Glen Iris","h","Marshall",3146,3,2,2,705,158,1935,-37.86578,145.06886,2200000
"362","Glen Iris","h","Jellis",3146,4,2,2,745,157,1920,-37.8501,145.059,2115000
"363","Glen Iris","h","Marshall",3146,4,2,2,775,155,1960,-37.8561,145.0934,1950000
"364","Glen Iris","h","Greg",3146,3,1,2,762,153,1930,-37.8575,145.0554,2800000
"365","Glen Iris","h","Jellis",3146,3,2,1,303,150,1940,-37.85678,145.05555,1390000
"366","Glen Iris","h","RT",3146,4,2,3,553,143,1910,-37.8589,145.0413,2077000
"367","Glen Iris","h","Jellis",3146,3,2,3,604,143,1948,-37.86019,145.08823,1633000
"368","Glen Iris","h","hockingstuart",3146,3,1,2,685,143,1941,-37.8538,145.0842,1665000
"369","Glen Iris","h","Jellis",3146,3,1,2,504,142,1920,-37.8541,145.0544,1456000
"370","Glen Iris","h","Marshall",3146,3,1,2,700,142,1930,-37.8553,145.0711,2200000
"371","Glen Iris","h","Jellis",3146,3,1,3,609,140,1930,-37.8542,145.0733,1751000
"372","Glen Iris","h","Jellis",3146,3,1,3,732,138,1950,-37.8562,145.0864,1800000
"373","Glen Iris","h","Jellis",3146,3,1,3,650,136,1930,-37.8571,145.0766,1820000
"374","Glen Iris","h","Jellis",3146,3,2,4,1021,135,1970,-37.8528,145.0487,1845000
"375","Glen Iris","h","Fletchers",3146,3,2,1,704,134,1940,-37.852,145.0942,1360000
"376","Glen Iris","h","Fletchers",3146,3,2,1,704,134,1940,-37.852,145.0942,1600000
"377","Glen Iris","t","Abercromby's",3146,3,2,2,0,131,1995,-37.8574,145.0494,1253000
"378","Glen Iris","h","Kay",3146,3,1,2,403,124,1960,-37.85574,145.09051,1300000
"379","Glen Iris","h","Noel",3146,2,1,1,412,123,1950,-37.8541,145.051,1280000
"380","Glen Iris","h","Jellis",3146,3,1,1,753,118,1940,-37.8543,145.0889,1530000
"381","Glen Iris","h","Fletchers",3146,2,1,2,334,115,1930,-37.8577,145.0576,920000
"382","Glen Iris","h","Jellis",3146,3,1,1,316,111,1940,-37.84782,145.05004,1307500
"383","Glen Iris","h","RT",3146,3,1,3,401,107,1935,-37.8471,145.051,1500000
"384","Glen Iris","h","Marshall",3146,2,1,2,438,107,1910,-37.8511,145.0428,1250000
"385","Glen Iris","h","Marshall",3146,3,1,2,453,102,1930,-37.8487,145.0592,1601000
"386","Glen Iris","h","Marshall",3146,3,2,2,374,101,1940,-37.84967,145.08388,1285000
"387","Glen Iris","u","Fletchers",3146,2,1,1,157,97,1970,-37.8499,145.0814,910000
"388","Glen Iris","u","Jellis",3146,2,1,1,730,93,1875,-37.85563,145.04369,762000
"389","Glen Iris","u","Marshall",3146,2,1,1,100,87,1960,-37.85258,145.08589,851000
"390","Glen Iris","u","Noel",3146,2,1,1,0,85,1960,-37.8555,145.0889,671000
"391","Glen Iris","t","Jellis",3146,2,1,1,84,84,1960,-37.8517,145.0796,585000
"392","Glen Iris","u","hockingstuart",3146,2,1,1,0,80,1960,-37.8555,145.0518,6e+05
"393","Glen Iris","u","Jellis",3146,2,1,1,2015,77,1960,-37.85019,145.0465,501000
"394","Glen Iris","u","Woodards",3146,2,1,1,0,77,1960,-37.85145,145.09107,540000
"395","Glen Iris","u","Thomson",3146,2,1,1,0,76,1965,-37.85399,145.04699,5e+05
"396","Glen Iris","u","Jellis",3146,2,1,2,0,74,1940,-37.8468,145.0515,720000
"397","Glen Iris","u","Marshall",3146,2,1,1,1101,73,1970,-37.85724,145.04681,519500
"398","Glen Iris","u","Noel",3146,2,1,1,0,65,1970,-37.85,145.0461,411000
"399","Glen Iris","u","Jellis",3146,2,1,1,0,63,1968,-37.8567,145.0435,550000
"400","Glen Iris","u","hockingstuart",3146,2,1,1,200,62,1970,-37.85743,145.0468,580000
"401","Glen Iris","u","RT",3146,1,1,1,63,52,1980,-37.8552,145.05,452000
"402","Glen Iris","u","Jellis",3146,1,1,0,0,49,1960,-37.85852,145.04547,320000
"403","Glen Iris","u","Thomson",3146,1,1,1,0,44,1960,-37.85702,145.04801,330000
"404","Glen Iris","t","Jellis",3146,1,1,1,745,44,1970,-37.8505,145.0459,345000
"405","Glen Iris","u","hockingstuart",3146,1,1,1,1097,38,1982,-37.8576,145.0452,291000
"406","Glen Iris","u","Woodards",3146,1,1,1,0,38,1950,-37.8574,145.04795,260000
"407","Glen Iris","u","hockingstuart",3146,2,1,1,1069,33,1960,-37.8547,145.0457,382000
"408","Glen Iris","h","Marshall",3146,4,3,4,0,30,1930,-37.8541,145.0643,2975000
"409","Glen Iris","h","RT",3146,3,3,2,366,26,1999,-37.8503,145.0586,1825000
"410","Glen Iris","t","Jellis",3146,2,1,1,197,1,1970,-37.85448,145.0485,955000
"411","Glen Waverley","h","Ray",3150,5,4,2,788,418,2015,-37.8693,145.17012,2670000
"412","Glen Waverley","h","Jellis",3150,5,4,2,480,334,1999,-37.8785,145.1529,1950000
"413","Glen Waverley","h","VICProp",3150,4,2,2,1590,292,1992,-37.86957,145.17544,3056000
"414","Glen Waverley","h","Ray",3150,5,3,2,745,288,2004,-37.8689,145.1546,2202000
"415","Glen Waverley","h","Harcourts",3150,5,3,2,677,284,1975,-37.88385,145.15088,1758000
"416","Glen Waverley","h","Noel",3150,5,2,2,790,238,1980,-37.8842,145.1732,1863000
"417","Glen Waverley","h","Barry",3150,5,2,2,718,237,1980,-37.8888,145.18692,1480000
"418","Glen Waverley","h","Fletchers",3150,4,2,2,657,208,1970,-37.8697,145.18103,1280000
"419","Glen Waverley","h","Harcourts",3150,5,2,2,362,195,1990,-37.89877,145.15125,1e+06
"420","Glen Waverley","h","Jellis",3150,4,2,2,646,187,1970,-37.87327,145.18531,1250000
"421","Glen Waverley","h","Harcourts",3150,5,2,2,701,182.85,1960,-37.88902,145.16678,1116500
"422","Glen Waverley","h","Harcourts",3150,3,2,2,648,181,1980,-37.88255,145.14727,1550000
"423","Glen Waverley","h","Barry",3150,4,2,2,768,169,1970,-37.89965,145.17135,1292000
"424","Glen Waverley","h","Harcourts",3150,4,2,2,742,164,1970,-37.87738,145.18083,1790000
"425","Glen Waverley","h","hockingstuart",3150,3,2,2,714,164,1973,-37.88809,145.19011,1275000
"426","Glen Waverley","h","Ray",3150,4,2,2,671,164,1975,-37.88618,145.14701,1459000
"427","Glen Waverley","h","Ray",3150,4,2,0,712,163,1960,-37.8939,145.14707,1300000
"428","Glen Waverley","h","Harcourts",3150,4,1,2,655,161,1970,-37.87173,145.15267,1750000
"429","Glen Waverley","h","Barry",3150,4,1,1,708,160,1955,-37.88638,145.16745,1500000
"430","Glen Waverley","h","Barry",3150,4,2,2,663,158,1970,-37.87215,145.17259,1439000
"431","Glen Waverley","h","Ray",3150,5,2,3,650,152,1975,-37.90383,145.17166,1182000
"432","Glen Waverley","u","McGrath",3150,3,2,2,328,152,1980,-37.86931,145.15081,1135000
"433","Glen Waverley","h","Barry",3150,5,3,2,895,145,1978,-37.89524,145.1587,815000
"434","Glen Waverley","h","Harcourts",3150,3,2,2,651,138,1965,-37.8963,145.1559,1100000
"435","Glen Waverley","t","Harcourts",3150,3,2,2,0,133,2002,-37.89873,145.15072,655000
"436","Glen Waverley","h","JRW",3150,3,1,1,651,133,1960,-37.86361,145.15233,1330000
"437","Glen Waverley","h","Ray",3150,5,2,1,651,124,1970,-37.8656,145.15034,1285000
"438","Glen Waverley","u","McGrath",3150,3,2,2,365,124,1996,-37.88599,145.17031,1e+06
"439","Glen Waverley","h","Harcourts",3150,3,1,2,646,123,1988,-37.8956,145.15502,1075000
"440","Glen Waverley","u","Harcourts",3150,2,1,1,345,120,2012,-37.89919,145.14856,656000
"441","Glen Waverley","h","Harcourts",3150,3,1,2,714,119,1960,-37.86993,145.16531,1700000
"442","Glen Waverley","h","Jellis",3150,6,3,2,662,119,1960,-37.87853,145.15542,2650000
"443","Glen Waverley","h","Harcourts",3150,3,2,1,839,116,1970,-37.89813,145.14652,1070000
"444","Glen Waverley","h","LLC",3150,3,1,1,729,108,1960,-37.8756,145.1599,2380000
"445","Glen Waverley","u","Ray",3150,2,1,1,258,106,1980,-37.88245,145.15982,1100000
"446","Glen Waverley","h","Ray",3150,3,1,5,740,106,1960,-37.89698,145.14398,1100000
"447","Glen Waverley","h","Harcourts",3150,3,1,1,782,102,1960,-37.86941,145.17108,1310000
"448","Glen Waverley","u","Ray",3150,2,1,1,229,101,1990,-37.87606,145.15951,960000
"449","Glen Waverley","h","Harcourts",3150,4,2,2,726,101,1961,-37.89814,145.14457,1100000
"450","Glen Waverley","h","Harcourts",3150,3,2,1,853,28,1972,-37.88984,145.18016,1311000
"451","Huntingdale","h","Ray",3166,4,1,2,603,151,1960,-37.90822,145.11146,1145000
"452","Huntingdale","h","Ray",3166,3,2,2,321,87,2005,-37.90415,145.10504,750000
"453","Malvern","h","RT",3144,5,4,4,900,435,1930,-37.84802,145.03341,6300000
"454","Malvern","h","Kay",3144,4,3,2,587,392,2016,-37.8613,145.0393,3800000
"455","Malvern","h","Jellis",3144,4,3,4,807,339,1920,-37.8684,145.035,3400000
"456","Malvern","h","Marshall",3144,5,3,3,580,320,1890,-37.8653,145.0304,4240000
"457","Malvern","h","Jellis",3144,4,2,2,502,309,2016,-37.8515,145.0324,3460000
"458","Malvern","h","Hodges",3144,4,3,2,787,282,1915,-37.86044,145.0335,4050000
"459","Malvern","h","Jellis",3144,4,2,4,614,281,1999,-37.85736,145.03923,2360000
"460","Malvern","h","Marshall",3144,4,2,2,786,276,1915,-37.86202,145.03635,3800000
"461","Malvern","t","Marshall",3144,4,2,3,357,270,2015,-37.84684,145.03893,2750000
"462","Malvern","h","Marshall",3144,4,3,2,585,248,1915,-37.868,145.038,3470000
"463","Malvern","h","Jellis",3144,4,2,2,682,244,1915,-37.8707,145.0357,2610000
"464","Malvern","h","Marshall",3144,3,2,4,471,235,1985,-37.851,145.0316,2355000
"465","Malvern","h","Marshall",3144,5,3,2,501,233,2006,-37.8631,145.0353,2325000
"466","Malvern","h","Marshall",3144,3,2,2,400,216,2007,-37.85183,145.03863,2020000
"467","Malvern","h","Marshall",3144,4,2,2,586,195,1890,-37.866,145.039,2400000
"468","Malvern","h","Jellis",3144,4,3,1,557,192,1900,-37.86411,145.032,3100000
"469","Malvern","h","Marshall",3144,3,2,2,192,191,2010,-37.8654,145.0297,2250000
"470","Malvern","h","Jellis",3144,4,2,1,300,185,1890,-37.8638,145.0298,1965000
"471","Malvern","t","Marshall",3144,3,2,1,227,181,1995,-37.8577,145.0406,1390000
"472","Malvern","h","Jellis",3144,2,2,1,231,180,1890,-37.8607,145.0373,2050000
"473","Malvern","h","Marshall",3144,4,4,2,716,159,1925,-37.8469,145.0377,4525000
"474","Malvern","h","Marshall",3144,3,1,0,228,156,1900,-37.86115,145.03217,1510000
"475","Malvern","h","Jellis",3144,3,2,0,312,141,1920,-37.86162,145.03065,1700000
"476","Malvern","h","hockingstuart",3144,2,1,1,313,132,1910,-37.8511,145.0317,1437000
"477","Malvern","h","Jellis",3144,3,1,3,696,128,1910,-37.8462,145.0386,2415000
"478","Malvern","h","Marshall",3144,3,1,2,354,117,1880,-37.85189,145.03335,1650000
"479","Malvern","h","Marshall",3144,3,2,1,246,106,1910,-37.871,145.0364,1970000
"480","Malvern","h","Jellis",3144,3,2,2,396,105,1910,-37.8562,145.0373,2025000
"481","Malvern","h","J",3144,2,1,0,254,100,1900,-37.8674,145.0355,1326000
"482","Malvern","h","Marshall",3144,2,1,1,232,95,2001,-37.8686,145.038,1475000
"483","Malvern","u","Marshall",3144,2,1,1,0,91,1967,-37.8597,145.0322,740000
"484","Malvern","u","hockingstuart",3144,2,1,1,0,80,1970,-37.8633,145.0338,566000
"485","Malvern","u","Gary",3144,2,1,1,0,74,1971,-37.854,145.041,584000
"486","Malvern","u","Gary",3144,2,1,1,0,72.9,1977,-37.86824,145.03504,592000
"487","Malvern","u","Marshall",3144,2,1,1,0,68,2008,-37.8515,145.0372,611000
"488","Malvern","t","Thomson",3144,2,1,1,0,54,1970,-37.8693,145.0348,5e+05
"489","Malvern","u","hockingstuart",3144,1,1,1,0,46,1960,-37.8691,145.0345,365000
"490","Malvern East","h","Marshall",3145,4,3,2,552,355,2015,-37.87421,145.04958,3600000
"491","Malvern East","h","Marshall",3145,5,3,2,1384,340,1982,-37.87181,145.05288,6125000
"492","Malvern East","t","Abercromby's",3145,4,3,2,427,337,2012,-37.8704,145.0503,2560000
"493","Malvern East","h","Marshall",3145,4,3,4,778,331,1889,-37.88049,145.0509,3680000
"494","Malvern East","h","Jellis",3145,5,2,2,567,327,1915,-37.8786,145.0495,2350000
"495","Malvern East","h","Marshall",3145,4,3,4,960,325,1910,-37.87605,145.05563,2520000
"496","Malvern East","h","Abercromby's",3145,4,3,3,569,306,2008,-37.87709,145.056,2100000
"497","Malvern East","h","Jellis",3145,4,2,3,836,303,1910,-37.8732,145.0496,3350000
"498","Malvern East","h","Marshall",3145,5,2,4,837,267,1919,-37.8756,145.0561,4802500
"499","Malvern East","h","Jellis",3145,4,2,1,504,260,1920,-37.8834,145.0635,1580000
"500","Malvern East","h","Jellis",3145,4,2,3,659,255,1920,-37.88247,145.06167,2325000
"501","Malvern East","h","Marshall",3145,3,3,1,376,254,1930,-37.8727,145.0458,2273000
"502","Malvern East","h","Jellis",3145,4,3,2,412,254,1930,-37.8707,145.0482,2123000
"503","Malvern East","h","Marshall",3145,4,2,2,526,243,1910,-37.8771,145.0505,2001000
"504","Malvern East","h","Marshall",3145,4,3,2,569,240,1920,-37.88247,145.06621,2090000
"505","Malvern East","h","Marshall",3145,4,3,2,656,230,1960,-37.88127,145.0637,2200000
"506","Malvern East","h","Marshall",3145,4,2,2,651,230,1920,-37.87534,145.05488,2425000
"507","Malvern East","h","Marshall",3145,3,2,2,735,224,1920,-37.86652,145.0569,2200000
"508","Malvern East","h","Marshall",3145,4,2,3,0,223,1915,-37.8755,145.0523,2355000
"509","Malvern East","h","Jellis",3145,4,3,2,567,215,1920,-37.8742,145.0614,2200000
"510","Malvern East","h","Marshall",3145,4,2,2,709,214,1910,-37.8693,145.0423,3200000
"511","Malvern East","t","Jellis",3145,4,3,2,328,213,2015,-37.87426,145.0891,1400000
"512","Malvern East","h","Jellis",3145,3,3,3,1011,206,1925,-37.8652,145.05248,2500000
"513","Malvern East","h","hockingstuart",3145,3,2,2,234,201,1998,-37.8695,145.05,1680000
"514","Malvern East","h","RT",3145,5,2,3,650,199,1925,-37.88144,145.06105,2260000
"515","Malvern East","h","Marshall",3145,4,2,1,769,196,1920,-37.8799,145.0552,1837000
"516","Malvern East","h","Marshall",3145,3,2,2,711,196,1915,-37.8723,145.0387,2020000
"517","Malvern East","h","Marshall",3145,3,1,1,336,185,1930,-37.8764,145.05031,1620000
"518","Malvern East","h","Marshall",3145,3,2,2,797,180,1950,-37.8783,145.0869,1185000
"519","Malvern East","t","Jellis",3145,4,2,2,310,180,1990,-37.8822,145.0837,1240000
"520","Malvern East","h","hockingstuart",3145,4,2,2,230,178,2007,-37.8806,145.0831,1380000
"521","Malvern East","h","Marshall",3145,3,2,2,660,172,1940,-37.87939,145.0656,2030000
"522","Malvern East","h","Fletchers",3145,3,1,2,840,170,1950,-37.883,145.0791,2250000
"523","Malvern East","h","Marshall",3145,3,1,2,888,165,1886,-37.8799,145.0738,1500000
"524","Malvern East","h","Jellis",3145,4,3,2,380,160,2008,-37.8792,145.0869,1715157
"525","Malvern East","h","Marshall",3145,3,2,1,375,155,1920,-37.8777,145.0608,1670000
"526","Malvern East","h","Jellis",3145,3,2,1,400,152,1930,-37.8718,145.0404,1870000
"527","Malvern East","t","Jellis",3145,3,2,2,181,151,1990,-37.8823,145.0839,1120000
"528","Malvern East","h","Fletchers",3145,3,2,2,691,150,1950,-37.8734,145.0887,1555000
"529","Malvern East","h","Marshall",3145,3,1,1,333,147,1948,-37.8722,145.067,1297000
"530","Malvern East","h","Marshall",3145,3,2,1,337,146,1993,-37.8833,145.0697,1210000
"531","Malvern East","h","Marshall",3145,3,2,2,580,146,1930,-37.8683,145.03909,1780000
"532","Malvern East","h","Marshall",3145,3,2,2,433,145,1910,-37.87252,145.051,1960000
"533","Malvern East","t","Jellis",3145,2,1,1,71,141,2008,-37.87405,145.05067,7e+05
"534","Malvern East","t","Jellis",3145,3,2,2,0,138,2000,-37.8782,145.0649,922000
"535","Malvern East","h","Marshall",3145,3,1,1,322,137,1910,-37.8726,145.0396,1490000
"536","Malvern East","t","Jellis",3145,3,2,1,216,135,1994,-37.866,145.0549,1253000
"537","Malvern East","t","Marshall",3145,3,2,2,0,134,2013,-37.8689,145.06,1015000
"538","Malvern East","h","Jellis",3145,3,1,2,446,134,1980,-37.8784,145.0654,1220000
"539","Malvern East","h","Noel",3145,3,1,3,555,133,1960,-37.87874,145.08838,1250000
"540","Malvern East","h","Stockdale",3145,3,2,2,606,133,1965,-37.8831,145.0879,1335000
"541","Malvern East","h","Jellis",3145,3,1,1,288,132,1999,-37.8752,145.0817,950000
"542","Malvern East","t","Jellis",3145,3,3,2,0,130,1988,-37.8812,145.057,1135000
"543","Malvern East","h","hockingstuart",3145,3,1,2,697,126,1920,-37.88066,145.05466,2180000
"544","Malvern East","h","C21",3145,3,2,2,700,126,1920,-37.8807,145.0547,1915000
"545","Malvern East","h","Thomson",3145,3,1,2,645,126,1960,-37.875,145.0861,1100000
"546","Malvern East","h","Ray",3145,3,1,2,615,126,1950,-37.8846,145.0861,1782500
"547","Malvern East","h","Jellis",3145,3,2,1,460,123,1910,-37.87241,145.05103,1800000
"548","Malvern East","t","Jellis",3145,2,2,1,0,120,2015,-37.8828,145.0528,650000
"549","Malvern East","h","Jellis",3145,2,1,2,604,119,1960,-37.8835,145.0886,1150000
"550","Malvern East","u","Jellis",3145,2,1,1,0,118,1930,-37.865,145.0506,835000
"551","Malvern East","u","Thomson",3145,1,1,1,0,117,1975,-37.8769,145.0471,350000
"552","Malvern East","h","Johnston",3145,3,2,1,310,114,1970,-37.8733,145.0883,960000
"553","Malvern East","h","RT",3145,3,1,2,764,114,1925,-37.8814,145.0583,1650000
"554","Malvern East","h","Marshall",3145,2,1,1,293,112,1890,-37.86455,145.04132,1455000
"555","Malvern East","h","RT",3145,3,1,2,1128,110,1950,-37.87923,145.08955,2500000
"556","Malvern East","h","Fletchers",3145,4,3,2,365,110,1930,-37.8818,145.0548,1700000
"557","Malvern East","t","Jellis",3145,3,1,1,206,110,1980,-37.87107,145.04991,1060000
"558","Malvern East","u","Noel",3145,2,1,2,196,109,1970,-37.8796,145.0876,790000
"559","Malvern East","u","Besser",3145,2,2,1,0,104,2013,-37.8823,145.0729,820000
"560","Malvern East","h","Biggin",3145,2,1,1,310,102,1910,-37.8717,145.0399,1036000
"561","Malvern East","u","Ray",3145,2,1,1,259,99,1970,-37.8718,145.0526,1211000
"562","Malvern East","u","Jellis",3145,2,1,1,129,97,1940,-37.87798,145.06731,651000
"563","Malvern East","h","Jellis",3145,2,1,2,209,93,1960,-37.87291,145.0451,1040000
"564","Malvern East","h","Jellis",3145,4,3,2,222,90,2010,-37.878,145.0666,1350000
"565","Malvern East","u","hockingstuart",3145,2,1,1,170,83,1975,-37.8689,145.0504,707500
"566","Malvern East","u","hockingstuart",3145,2,1,1,0,74,1970,-37.8811,145.0524,480000
"567","Malvern East","u","Castran",3145,2,1,1,0,62,1960,-37.8801,145.0874,523000
"568","Malvern East","u","hockingstuart",3145,2,1,1,0,57,1997,-37.8804,145.0501,425000
"569","Malvern East","u","Jellis",3145,1,1,1,0,46,1940,-37.8704,145.0495,315000
"570","Malvern East","u","Anderson",3145,1,1,1,0,42,2013,-37.8764,145.0463,3e+05
"571","Malvern East","u","hockingstuart",3145,1,1,1,0,38,1965,-37.8728,145.0417,373000
"572","Murrumbeena","h","Ray",3163,4,2,2,990,267,2003,-37.8916,145.0753,1800000
"573","Murrumbeena","h","Buxton",3163,4,2,1,632,265,1915,-37.89465,145.06984,1820000
"574","Murrumbeena","t","Buxton",3163,3,2,1,287,225,2017,-37.90522,145.07109,1325000
"575","Murrumbeena","h","Buxton",3163,5,2,2,683,223,1960,-37.9055,145.0691,1300000
"576","Murrumbeena","h","Woodards",3163,3,1,1,586,200,1945,-37.90584,145.0725,1321188
"577","Murrumbeena","h","Mandy",3163,4,2,2,651,199,1940,-37.8879,145.0768,1656000
"578","Murrumbeena","h","Woodards",3163,4,2,2,589,199,1920,-37.90017,145.06435,1540000
"579","Murrumbeena","h","Jellis",3163,3,1,1,840,181,1950,-37.89074,145.07638,1590000
"580","Murrumbeena","h","Marshall",3163,4,1,2,718,181,1920,-37.8888,145.07271,1920000
"581","Murrumbeena","h","hockingstuart",3163,4,2,2,557,178,1955,-37.906,145.074,1400000
"582","Murrumbeena","h","Buxton",3163,3,1,2,733,175,1950,-37.90013,145.07054,1720000
"583","Murrumbeena","t","hockingstuart",3163,3,2,2,302,172,2000,-37.9043,145.0622,1160000
"584","Murrumbeena","h","hockingstuart",3163,3,2,2,506,169,1950,-37.902,145.0705,1100000
"585","Murrumbeena","h","Woodards",3163,3,2,2,834,168,1954,-37.8959,145.0736,1370000
"586","Murrumbeena","h","Ray",3163,4,2,2,660,167,1920,-37.8932,145.0681,1610000
"587","Murrumbeena","h","Woodards",3163,3,1,2,618,163,1960,-37.8991,145.0686,1430000
"588","Murrumbeena","h","Woodards",3163,3,1,1,552,162,1990,-37.8899,145.0704,1450000
"589","Murrumbeena","t","hockingstuart",3163,4,3,2,286,160,1990,-37.8958,145.0696,1100000
"590","Murrumbeena","h","Gary",3163,3,2,2,553,138,1960,-37.9031,145.0668,1090000
